ident,name,type,latitude,longitude,country code,airport
KSI,KESWICK ISLAND,VFR,-20.9166667,149.4166667,AU,
KIAN,KIANDRA,VFR,-35.8666667,148.5,AU,
KDBF,KIDSON BLUFF,VFR,-22.25,125.0333333,AU,
KLCY,KILCOY TOWNSHIP,VFR,-26.9416667,152.5638889,AU,
KKV,KILKIVAN,VFR,-26.0833333,152.2466667,AU,
KIM,KILMORE,VFR,-37.3,144.9541667,AU,
KMG,KILMORE GAP,VFR,-37.3,144.9833333,AU,
KCAS,KING CASCADES,VFR,-15.625,125.3,AU,
KRT,KING RANCH TULLY,VFR,-18.0833333,145.8333333,AU,
KGLE,KINGLAKE,VFR,-37.5222222,145.35,AU,
KBCH,KINGS BEACH,VFR,-26.8052778,153.14,AU,
KCFF,KINGSCLIFF,VFR,-28.25,153.5716667,AU,
KGT,KINGSTHORPE,VFR,-27.4777778,151.8138889,AU,
KINN,KINGSTON CENTRE,VFR,-37.9566667,145.0766667,AU,
KSPT,KISSING POINT,VFR,-19.2416667,146.8055556,AU,
KNW,KONGWAK,VFR,-38.5166667,145.7166667,AU,
KTG,KOOLATONG RIVER,VFR,-13.0833333,135.65,AU,
KBD,KOOMBOOLOOMBA DAM,VFR,-17.8333333,145.6,AU,
KOOM,KOOMOOLOOBOOKA CAVE,VFR,-31.4833333,129.5833333,AU,
KANC,KOORANA CROCODILE FARM,VFR,-23.3152778,150.7594444,AU,
KOT,KOOTINGAL,VFR,-31.05,151.05,AU,
KOPP,KOPPEN PARK,VFR,-16.9311111,145.7338889,AU,
KREE,KOREELAH,VFR,-35.9166667,136.9166667,AU,
KUN,KUNWARARA,VFR,-22.9166667,150.1333333,AU,
KRN,KURANDA,VFR,-16.8166667,145.6375,AU,
KRMD,KURMOND,VFR,-33.5508333,150.6872222,AU,
KYP,KYEAMBA PARK,VFR,-35.4472222,147.6166667,AU,
KYE,KYEAMBA TOWER,VFR,-35.525,147.5916667,AU,
KTN,KYNETON,VFR,-37.2472222,144.4583333,AU,
LDH,LADYSMITH,VFR,-35.2111111,147.5166667,AU,
LDLY,LAIDLEY,VFR,-27.6333333,152.3833333,AU,
LKT,LAKE ALBERT,VFR,-35.1777778,147.3633333,AU,
LKAD,LAKE AMADEUS,VFR,-24.58,130.4616667,AU,
LBT,LAKE BATHURST,VFR,-35.05,149.6833333,AU,
LKON,LAKE CLARENDON,VFR,-27.4916667,152.35,AU,
LCR,LAKE CORANGAMITE,VFR,-38.1,143.5166667,AU,
LCDI,LAKE CURRIMUNDI,VFR,-26.7652778,153.1366667,AU,
LAD,LAKE DEANE,VFR,-12.7333333,131.0166667,AU,
LDAP,LAKE DISAPPOINTMENT,VFR,-23.5,122.6666667,AU,
LKEC,LAKE ECHO,VFR,-42.1666667,146.6333333,AU,
LEM,LAKE EPSOM,VFR,-21.4888889,148.8333333,AU,
LEYN,LAKE EYRE NORTH,VFR,-28.4166667,137.3,AU,
LFS,LAKE FINNISS,VFR,-12.3805556,131.475,AU,
LFRO,LAKE FROME,VFR,-30.6333333,139.8666667,AU,
LGGN,LAKE GEORGE NORTH,VFR,-34.9883333,149.3916667,AU,
LGGS,LAKE GEORGE SOUTH,VFR,-35.2027778,149.4083333,AU,
LGEN,LAKE GILLEN,VFR,-26.2166667,124.6,AU,
LGDA,LAKE GININDERRA,VFR,-35.2333333,149.0683333,AU,
LKH,LAKE HINDMARSH,VFR,-36.1166667,141.8666667,AU,
LKIM,LAKE ILMA,VFR,-29.25,127.7666667,AU,
LKG,LAKE KING,VFR,-33.0833333,119.6666667,AU,
LMC,LAKE MANCHESTER,VFR,-27.4833333,152.7666667,AU,
LME,LAKE MAURICE,VFR,-29.4,130.95,AU,
LMWL,LAKE MINIGWAL,VFR,-29.5833333,123.1666667,AU,
LOOH,LAKE MOOGERAH,VFR,-28.0333333,152.55,AU,
LKNL,LAKE NEALE,VFR,-24.2472222,129.9663889,AU,
LRID,LAKE RAESIDE,VFR,-29.55,122.3,AU,
LRAN,LAKE RASON,VFR,-28.6666667,124.2833333,AU,
LSPR,LAKE SURPRISE,VFR,-20.2333333,131.8,AU,
LTL,LAKE THROSSELL,VFR,-27.6333333,124.0833333,AU,
LTRR,LAKE TORRENS,VFR,-31.4216667,138.0866667,AU,
WITE,LAKE WHITE,VFR,-21.1,129.05,AU,
LYEO,LAKE YEO,VFR,-28.0513889,124.5516667,AU,
LKEE,LAKES ENTRANCE,VFR,-37.8666667,148.0,AU,
LCD,LANCEFIELD,VFR,-37.2777778,144.7277778,AU,
LANC,LANCELIN TOWNSHIP,VFR,-31.0186111,115.3283333,AU,
LGH,LANGHAM,VFR,-22.2,150.1,AU,
LHCK,LANGHORNE CREEK,VFR,-35.2958333,139.0444444,AU,
LSDW,LANSDOWNE,VFR,-17.615,126.7433333,AU,
LUY,LATROBE UNIVERSITY,VFR,-37.7166667,145.05,AU,
LAUD,LAUDERDALE,VFR,-42.9,147.5,AU,
LVAB,LAVERTON,VFR,-37.8636111,144.7458333,AU,
TON,LAVERTON BOM TOWER,VFR,-37.8552778,144.7552778,AU,
LWG,LAWRENCE GORGE,VFR,-24.0166667,133.4083333,AU,
LAOS,LAYOAK ISLAND,VFR,-9.85,143.3166667,AU,
LPT,LEE PT,VFR,-12.3333333,130.9,AU,
LPD,LEOPOLD,VFR,-38.1916667,144.4666667,AU,
LIHR,LIGHTHORSE INTERCHANGE M7/M4,VFR,-33.7980556,150.8541667,AU,
LIY,LILYDALE,VFR,-41.25,147.2166667,AU,
LOWS,LINDENOW SOUTH,VFR,-37.8283333,147.4333333,AU,
LVE,LINVILLE,VFR,-26.85,152.2666667,AU,
LMGE,LITTLE MULGRAVE,VFR,-17.1388889,145.725,AU,
LRM,LITTLE RIVER MOUTH,VFR,-38.0069444,144.5833333,AU,
LBET,LOBETHAL,VFR,-34.9,138.8666667,AU,
LSR,LOCH SPORT,VFR,-38.05,147.5833333,AU,
LOGI,LOGIC CENTRE,VFR,-36.0766667,146.7183333,AU,
LRF,LONG REEF,VFR,-33.7419444,151.3213889,AU,
LFC,LONGFORD CREEK,VFR,-20.2083333,148.3666667,AU,
LORN,LORNE TOWNSHIP,VFR,-38.5433333,143.97,AU,
LHD,LOW HEAD,VFR,-41.0666667,146.8,AU,
LWI,LOW ISLETS,VFR,-16.3833333,145.5666667,AU,
LRP,LOW ROCKY PT,VFR,-43.0,145.5,AU,
LWD,LOWOOD,VFR,-27.4666667,152.5833333,AU,
LNDA,LUCINDA,VFR,-18.5333333,146.3333333,AU,
LYNR,LYND RIVER,VFR,-17.4,143.75,AU,
MACB,MACHANS BEACH,VFR,-16.85,145.75,AU,
MZR,MACKENZIE RIVER,VFR,-23.1666667,149.5,AU,
MKV,MACKSVILLE,VFR,-30.7083333,152.9152778,AU,
MGEW,MAGILL ESTATE WINERY,VFR,-34.92,138.68,AU,
MAS,MAGNESITE MINE,VFR,-22.8883333,150.1833333,AU,
MADO,MANDORAH,VFR,-12.4416667,130.7611111,AU,
MDU,MANDURAH,VFR,-32.53,115.7216667,AU,
MGL,MANGALORE,VFR,-42.6583333,147.2416667,AU,
MOP,MANGOPLAH,VFR,-35.3916667,147.2416667,AU,
MAL,MANILLA,VFR,-30.75,150.7236111,AU,
MBHB,MANLY BOAT HARBOUR,VFR,-27.4563889,153.1911111,AU,
MTD,MANTON DAM,VFR,-12.85,131.125,AU,
MBA,MAREEBA,VFR,-17.0683333,145.4183333,AU,
MRL,MARIA ISLAND,VFR,-42.6333333,148.0833333,AU,
MLIT,MARINO LIGHT HOUSE,VFR,-35.0541667,138.5125,AU,
MARQ,MARINO'S QUARRY,VFR,-16.92,145.7269444,AU,
MRBR,MAROUBRA BEACH,VFR,-33.95,151.2566667,AU,
MAR,MARRAR,VFR,-34.825,147.35,AU,
MARR,MARRAWAH,VFR,-40.9105556,144.7075,AU,
MHT,MARTHA PT,VFR,-38.3166667,144.9833333,AU,
MKN,MARY KATHLEEN,VFR,-20.7833333,139.9833333,AU,
MVL,MARYSVILLE,VFR,-37.5166667,145.75,AU,
MHD,MASTHEAD ISLAND,VFR,-23.5333333,151.7333333,AU,
MRH,MAURICE HILL,VFR,-23.9333333,151.25,AU,
MAYD,MAYDENA,VFR,-42.7636111,146.5972222,AU,
MYF,MAYFIELD,VFR,-33.9625,150.625,AU,
MAYL,MAYLANDS POLICE ACADEMY,VFR,-31.9466667,115.9033333,AU,
MGBH,MCGAURAN BEACH,VFR,-38.4488889,147.0991667,AU,
MVAL,MCLAREN VALE,VFR,-35.225,138.5472222,AU,
MCTY,MELBOURNE CBD,VFR,-37.8083333,144.9583333,AU,
MCG,MELBOURNE CRICKET GROUND,VFR,-37.82,144.9833333,AU,
MELS,MELTON SOUTH,VFR,-37.6833333,144.5666667,AU,
MEG,MENANGLE,VFR,-34.125,150.7416667,AU,
MRI,MERION,VFR,-22.8666667,149.0333333,AU,
MRJ,MERRIJIG,VFR,-37.1166667,146.25,AU,
MIAR,MIAREE POOL BRIDGE,VFR,-20.85,116.61,AU,
MHGO,MICHELAGO,VFR,-35.7166667,149.1666667,AU,
MII,MIDGE ISLAND,VFR,-20.6916667,148.7611111,AU,
MCRO,MILLS CROSS,VFR,-35.3708333,149.4247222,AU,
MSTM,MILLSTREAM STN,VFR,-21.6166667,117.0666667,AU,
MPO,MILPEROO,VFR,-23.1833333,141.25,AU,
MIJ,MINJILANG,VFR,-11.1483333,132.5805556,AU,
MISB,MISSION BEACH,VFR,-17.8708333,146.1069444,AU,
MSC,MISSION BEACH,VFR,-17.8833333,146.1,AU,
MITI,MITIAMO,VFR,-36.2116667,144.23,AU,
MFBH,MOFFAT BEACH,VFR,-26.7886111,153.1416667,AU,
MFH,MOFFAT HEAD,VFR,-26.7897222,153.1397222,AU,
MBH,MOOLOOLABA,VFR,-26.7,153.1333333,AU,
MVC,MOONEE VALLEY RACECOURSE,VFR,-37.7666667,144.9333333,AU,
MIE,MOONIE,VFR,-27.7166667,150.3666667,AU,
MPSC,MOORE PARK SUPA CENTRE,VFR,-33.9027778,151.2147222,AU,
MORN,MORNINGTON,VFR,-42.8572222,147.4119444,AU,
MSV,MOSS VALE,VFR,-34.5252778,150.4216667,AU,
MMA,MOSSMAN,VFR,-16.4583333,145.3722222,AU,
BAK,MOUNT BARKER,VFR,-35.0777778,138.8666667,AU,
MBST,MOUNT BENSTEAD,VFR,-23.5666667,134.275,AU,
MBC,MOUNT BLACK,VFR,-19.2833333,146.5583333,AU,
MBK,MOUNT BLACKWOOD,VFR,-21.0333333,148.9416667,AU,
MTBL,MOUNT BOHLE,VFR,-19.2666667,146.6888889,AU,
MBR,MOUNT BOLD RESV,VFR,-35.1208333,138.7,AU,
MTB,MOUNT BOYCE,VFR,-33.6186111,150.2741667,AU,
MCAR,MOUNT CARNARVON,VFR,-24.9166667,148.3833333,AU,
MCHR,MOUNT CHRISTIE,VFR,-30.55,133.2166667,AU,
MCOM,MOUNT COMPASS,VFR,-35.35,138.6166667,AU,
MTK,MOUNT COOKE,VFR,-32.4166667,116.3066667,AU,
MTC,MOUNT COOLUM,VFR,-26.5611111,153.0833333,AU,
MTBA,MOUNT CORAMBA,VFR,-30.2208333,153.05,AU,
TCR,MOUNT COREE,VFR,-35.3083333,148.8097222,AU,
MCOO,MOUNT COTTON,VFR,-27.6222222,153.2166667,AU,
MCOT,MOUNT COTTRELL,VFR,-37.7633333,144.62,AU,
MUE,MOUNT DALE,VFR,-32.1266667,116.2966667,AU,
MDY,MOUNT DAY,VFR,-32.1333333,120.5,AU,
MELE,MOUNT ELEPHANT,VFR,-16.45,144.9333333,AU,
MEV,MOUNT EVERARD,VFR,-25.1833333,125.0666667,AU,
MFN,MOUNT FUNNEL,VFR,-21.625,149.3861111,AU,
MGLO,MOUNT GLORIOUS,VFR,-27.3333333,152.7666667,AU,
MVT,MOUNT GRAVATT,VFR,-27.55,153.075,AU,
MJK,MOUNT JACKSON HS,VFR,-30.2,119.1,AU,
MTKI,MOUNT KINGSTON,VFR,-25.4333333,133.6333333,AU,
MLI,MOUNT LION,VFR,-23.3916667,150.3208333,AU,
MLUY,MOUNT LUCY,VFR,-22.6,133.5333333,AU,
MCD,MOUNT MACEDON,VFR,-37.375,144.5763889,AU,
MTMA,MOUNT MARIA,VFR,-27.4666667,151.4833333,AU,
MMY,MOUNT MOLLOY,VFR,-16.6777778,145.3291667,AU,
MOB,MOUNT MOOMBIL,VFR,-30.3172222,152.8597222,AU,
MGN,MOUNT MORGAN,VFR,-23.6444444,150.3916667,AU,
MTM,MOUNT MUGGA,VFR,-35.3541667,149.1291667,AU,
MIY,MOUNT NINDERRY,VFR,-26.5541667,152.9916667,AU,
OOR,MOUNT OORAMINNA,VFR,-24.0916667,134.0027778,AU,
MPG,MOUNT PALERANG,VFR,-35.4333333,149.6,AU,
PIPR,MOUNT PIPER,VFR,-37.205,145.0033333,AU,
MPT,MOUNT PLEASANT,VFR,-34.775,139.05,AU,
SOV,MOUNT SOMERVILLE RADAR,VFR,-28.2155556,153.4261111,AU,
MTEW,MOUNT STEWAN,VFR,-20.3666667,144.05,AU,
MUM,MOUNT STROMLO,VFR,-35.3166667,149.0083333,AU,
MUSD,MOUNT SYDNEY,VFR,-21.4,121.2,AU,
MTLR,MOUNT TAYLOR,VFR,-35.3733333,149.0766667,AU,
MTY,MOUNT TYSON,VFR,-27.5833333,151.5666667,AU,
MUO,MOUNT UNDOOLYA,VFR,-23.7388889,134.1027778,AU,
MVO,MOUNT VERNON HS,VFR,-24.2333333,118.2333333,AU,
MVI,MOUNT VICTORIA,VFR,-33.5833333,150.25,AU,
MTWK,MOUNT WALKER,VFR,-27.7888889,152.5572222,AU,
MTWG,MOUNT WARNING,VFR,-28.4,153.2666667,AU,
MTWN,MOUNT WELLINGTON,VFR,-37.56,146.81,AU,
MWH,MOUNT WHEELER,VFR,-23.2263889,150.6830556,AU,
MWK,MOUNT WILKIE,VFR,-20.9516667,116.4183333,AU,
MBKR,MOUTH OF THE BLACK RIVER,VFR,-19.18,146.6533333,AU,
MBHR,MOUTH OF THE BOHLE RIVER,VFR,-19.1966667,146.7016667,AU,
MMT,MT MARGARET,VFR,-19.35,146.6016667,AU,
MUDI,MUD ISLAND,VFR,-27.3333333,153.25,AU,
MEER,MUDGEERABA,VFR,-28.0833333,153.3666667,AU,
MUP,MULLALOO PT,VFR,-31.8083333,115.725,AU,
LLN,MULLEN,VFR,-25.0366667,153.0,AU,
MBBY,MULLUMBIMBY,VFR,-28.55,153.5,AU,
MWR,MUNDARING WEIR,VFR,-31.9541667,116.1583333,AU,
MAA,MUNGALLALA,VFR,-26.45,147.55,AU,
MUNM,MUNIGANEEN MT,VFR,-27.4083333,151.875,AU,
MHY,MURPHY'S CREEK,VFR,-27.4625,152.0541667,AU,
MBD,MURRAY BRIDGE,VFR,-35.15,139.3091667,AU,
MYW,MURRAY DOWNS,VFR,-25.0333333,139.2,AU,
MMM,MURRUMBATEMAN,VFR,-34.9722222,149.025,AU,
MUI,MURRURUNDI,VFR,-31.7666667,150.8333333,AU,
MUR,MURWILLUMBAH,VFR,-28.325,153.3972222,AU,
MUEE,MUTARNEE,VFR,-18.95,146.3,AU,
MRTL,MYRTLE,VFR,-19.7,146.5333333,AU,
NGBM,NAGAMBIE MINE,VFR,-36.7938889,145.2319444,AU,
NMB,NAMBOUR,VFR,-26.6277778,152.9583333,AU,
NHS,NAMBUCCA HEADS,VFR,-30.6444444,153.0083333,AU,
NAA,NARA INLET,VFR,-20.15,148.9,AU,
NAMA,NAROOMA,VFR,-36.2,150.1333333,AU,
NRW,NARRE WARREN,VFR,-38.0166667,145.3,AU,
NOOG,NARROOGAL,VFR,-10.25,142.5,AU,
NKBO,NECKARBOO,VFR,-32.0666667,144.6166667,AU,
NEM,NEMINGHA,VFR,-31.125,150.9916667,AU,
NPBR,NEPEAN BRIDGE,VFR,-33.7641667,150.6591667,AU,
NEN,NERANG,VFR,-27.9875,153.3375,AU,
NGI,NGULUPI,VFR,-10.2433333,142.4108333,AU,
NTT,NIMBIN TV TOWERS,VFR,-28.5416667,153.2916667,AU,
NIM,NIMROD PASSAGE,VFR,-12.1,143.7833333,AU,
NDI,NINDIGULLY,VFR,-28.35,148.8166667,AU,
NARL,NOARLUNGA,VFR,-35.1416667,138.4888889,AU,
NBB,NOBBYS HEAD,VFR,-32.915,151.79,AU,
NDY,NODDY REEF,VFR,-13.7333333,143.75,AU,
NNDO,NOONDOO,VFR,-28.6166667,148.4333333,AU,
NOSA,NOOSA HEADS,VFR,-26.375,153.1166667,AU,
NEQ,NORTH EAST QUARRY,VFR,-37.9416667,144.5833333,AU,
NOHD,NORTH HEAD,VFR,-33.8216667,151.2916667,AU,
NORT,NORTH LAKE,VFR,-32.0766667,115.8236111,AU,
NSTA,NORTH STAR,VFR,-28.9166667,150.4166667,AU,
NBRR,NORTHERN TIP BERSERKERS,VFR,-23.2786111,150.5883333,AU,
NRWN,NORWIN,VFR,-27.5583333,151.3791667,AU,
NUDG,NUDGEE TIP,VFR,-27.3583333,153.0916667,AU,
NUA,NUNAMARA,VFR,-41.3916667,147.3,AU,
NUN,NUNDLE,VFR,-31.4666667,151.125,AU,
NUPA,NURIOOTPA,VFR,-34.4833333,139.0,AU,
NCHU,NYCHUM,VFR,-16.8433333,144.4616667,AU,
OAKF,OAKFORD,VFR,-32.2033333,115.925,AU,
OAT,OATLANDS,VFR,-42.3,147.3666667,AU,
OBC,OBSERVATION CITY,VFR,-31.8944444,115.755,AU,
OBSH,OBSERVATORY HILL,VFR,-28.9666667,132.0,AU,
OBY,OLD BOMBANDY,VFR,-22.4333333,148.6333333,AU,
OLCO,OLD CORK,VFR,-22.9333333,141.8666667,AU,
ONPK,ORAN PARK,VFR,-34.0083333,150.7419444,AU,
ORKS,ORCHARD ROCKS,VFR,-19.11,146.8816667,AU,
ORF,ORFORD NESS,VFR,-11.3,142.8166667,AU,
OHB,OUTER HARBOR,VFR,-34.775,138.4833333,AU,
OVL,OVERLANDER,VFR,-26.4,114.4666667,AU,
OWS,OWEN SPRINGS,VFR,-23.875,133.4722222,AU,
OFD,OXENFORD,VFR,-27.8833333,153.3166667,AU,
PCVE,PALM COVE,VFR,-16.75,145.6666667,AU,
PFRM,PALM FARM,VFR,-17.0433333,145.7616667,AU,
PLW,PALM MEADOWS,VFR,-28.0333333,152.4083333,AU,
PLU,PALUMA DAM,VFR,-18.9555556,146.1444444,AU,
SFG,PARADISE GARDENS,VFR,-28.0180556,153.375,AU,
PKR,PARK RIDGE WATER TOWER,VFR,-27.7044444,153.0388889,AU,
PRKH,PARKHURST,VFR,-23.3041667,150.5138889,AU,
PRT,PARRAMATTA,VFR,-33.8166667,151.005,AU,
PAA,PATONGA,VFR,-33.5516667,151.2625,AU,
PECO,PEACOCK,VFR,-18.6833333,145.9833333,AU,
PDNE,PEAK DOWNS MINE,VFR,-22.25,148.1833333,AU,
PEAR,PEARSON ISLES,VFR,-33.95,134.2666667,AU,
PCCK,PELICAN CREEK,VFR,-25.2333333,150.9,AU,
PENH,PENNANT HILLS STROBE,VFR,-33.74,151.07,AU,
PENT,PENRITH,VFR,-33.7583333,150.7,AU,
PVS,PERCIVAL LAKES,VFR,-21.58,124.16,AU,
PEG,PEREGIAN,VFR,-26.5166667,153.1,AU,
PCKD,PERSEVERENCE CREEK DAM,VFR,-27.3055556,152.1208333,AU,
PCTY,PERTH CITY,VFR,-31.9544444,115.8569444,AU,
PTI,PETRIE,VFR,-27.2666667,152.975,AU,
PIB,PICKERING BROOK GOLF COURSE,VFR,-32.0375,116.1116667,AU,
PIL,PICKET HILL,VFR,-30.5708333,152.9833333,AU,
PCA,PICNIC BAY,VFR,-19.1833333,146.85,AU,
PNP,PICNIC PT,VFR,-33.98,151.0016667,AU,
PIC,PICTON,VFR,-34.175,150.6166667,AU,
PIG,PIGGERY,VFR,-36.0125,146.7916667,AU,
PIPT,PINE PT,VFR,-34.5666667,137.8833333,AU,
PING,PINGARING,VFR,-32.7583333,118.625,AU,
PII,PIRATE POINT,VFR,-23.5083333,150.6416667,AU,
PWH,PITTSWORTH,VFR,-27.7208333,151.6333333,AU,
PTOM,POINT ORMOND,VFR,-37.8833333,144.9833333,AU,
PSS,POINT STEPHENS LIGHTHOUSE,VFR,-32.7458333,152.2083333,AU,
PRP,PORPOISE PT,VFR,-27.9363889,153.4252778,AU,
PAL,PORT ADELAIDE,VFR,-34.85,138.5,AU,
PMA,PORT ALMA,VFR,-23.5833333,150.8583333,AU,
POMP,PORT CAMPBELL,VFR,-38.62,142.995,AU,
PDV,PORT DAVEY,VFR,-43.3333333,145.8833333,AU,
PTD,PORT DOUGLAS,VFR,-16.4833333,145.4638889,AU,
PJUL,PORT JULIA,VFR,-34.6666667,137.8777778,AU,
PMG,PORT MUSGRAVE,VFR,-12.0,141.9333333,AU,
PNE,PORT NEILL,VFR,-34.1166667,136.35,AU,
PNL,PORT NOARLUNGA,VFR,-35.15,138.4666667,AU,
PIPS,PORT PHILLIP HEADS,VFR,-38.2933333,144.6333333,AU,
PVCT,PORT VINCENT,VFR,-34.7816667,137.8608333,AU,
POWR,POWERHOUSE,VFR,-32.0952778,115.7566667,AU,
PWLC,POWERLINE CROSSING,VFR,-37.6125,144.7777778,AU,
PRES,PRESCOTT LAKES,VFR,-20.75,125.1666667,AU,
PRS,PRIMROSE SANDS,VFR,-42.8833333,147.6666667,AU,
PCB,PRINCESS CHARLOTTE BAY,VFR,-14.3333333,144.1166667,AU,
PSP,PROSPECT RESV,VFR,-33.8166667,150.9166667,AU,
PSF,PROSSERS SUGARLOAF,VFR,-42.675,147.825,AU,
PSTO,PROSTON,VFR,-26.1666667,151.6,AU,
DNGR,PT DANGER,VFR,-28.165,153.5516667,AU,
FAW,PT FAWCETT,VFR,-11.8,130.0166667,AU,
PMPH,PUMPHREY'S BRIDGE,VFR,-32.6666667,116.9,AU,
PBF,PURLINGBROOKE FALLS,VFR,-28.1666667,153.2666667,AU,
PWDA,PURRAWUNDA,VFR,-27.5388889,151.625,AU,
PYA,PYALONG,VFR,-37.1166667,144.855,AU,
PYK,PYKES CREEK RESV,VFR,-37.6,144.2944444,AU,
QAI,QUAIL ISLAND,VFR,-22.1333333,150.0,AU,
QBN,QUEANBEYAN,VFR,-35.3591667,149.2425,AU,
Q1,QUEBEC ONE,VFR,-28.0066667,153.4302778,AU,
QSAC,QUEENSLAND SAC,VFR,-27.5583333,153.0627778,AU,
QLW,QUINALOW,VFR,-27.1055556,151.6208333,AU,
QNDI,QUIRINDI,VFR,-31.4905556,150.5138889,AU,
RIL,RABBIT ISLAND,VFR,-20.8333333,148.9,AU,
RBY,RABY BAY,VFR,-27.5166667,153.275,AU,
RDRS,RADAR SITE,VFR,-19.2,146.7666667,AU,
RADT,RADIO TELESCOPE,VFR,-42.8166667,147.45,AU,
RAIS,RAINE ISLAND,VFR,-11.6,144.0333333,AU,
RNN,RANNES,VFR,-24.1,150.1166667,AU,
RAPD,RAPID BAY,VFR,-35.5216667,138.1833333,AU,
RTY,RATHDOWNEY,VFR,-28.2166667,152.8666667,AU,
RKI,RATTLESNAKE ISLAND,VFR,-19.0333333,146.6111111,AU,
RCS,RED CLIFFS,VFR,-34.3,142.2166667,AU,
RDHI,RED HILL,VFR,-21.6333333,148.05,AU,
RER,RED ROCK,VFR,-29.9861111,153.225,AU,
REDC,REDCLIFFE BRIDGE,VFR,-31.93,115.9383333,AU,
RDV,REDCLIFFE VALE HS,VFR,-21.1166667,148.1166667,AU,
REDF,REDFERN RAILWAY STATION,VFR,-33.8919444,151.1986111,AU,
REDB,REDLAND BAY,VFR,-27.6,153.3,AU,
REDL,REDLYNCH,VFR,-16.8833333,145.7,AU,
RENR,RENNER SPRINGS,VFR,-18.3166667,133.8,AU,
RESC,RESEARCH CENTRE,VFR,-14.7808333,131.9363889,AU,
RCH,RICHMOND,VFR,-42.7333333,147.4333333,AU,
RIT,RING TANK,VFR,-26.75,153.0916667,AU,
RMH,RIVER MOUTH,VFR,-34.5833333,138.3583333,AU,
RIV,RIVERINA CAMPUS,VFR,-35.0555556,147.3458333,AU,
RVTN,RIVERTON,VFR,-34.165,138.7466667,AU,
ROTC,ROBINA TOWN CENTRE,VFR,-28.0772222,153.3852778,AU,
ROK,ROCKBANK,VFR,-37.7277778,144.6533333,AU,
ROHM,ROCKINGHAM,VFR,-32.2919444,115.7413889,AU,
RLY,ROLEYSTONE,VFR,-32.1166667,116.075,AU,
RGS,ROLLINGSTONE,VFR,-19.0472222,146.3875,AU,
RKWC,ROOKWOOD CEMETERY,VFR,-33.875,151.055,AU,
RSH,ROSEHILL RACECOURSE,VFR,-33.825,151.025,AU,
RVB,ROSEVILLE BRIDGE,VFR,-33.7666667,151.2,AU,
RSWD,ROSEWOOD,VFR,-27.6361111,152.5930556,AU,
RSEW,ROSEWOOD ISLAND,VFR,-22.4,149.7333333,AU,
RRDM,ROSS RIVER DAM,VFR,-19.4111111,146.7333333,AU,
RLR,ROSSLYNNE RESV,VFR,-37.4694444,144.5638889,AU,
RMT,ROUND MT,VFR,-19.4611111,146.6944444,AU,
RCB,RUSH CUTTERS BAY,VFR,-33.8736111,151.2322222,AU,
RUSS,RUSSELL,VFR,-32.1863889,116.0088889,AU,
RUIS,RUSSELL ISLAND,VFR,-27.6666667,153.3833333,AU,
RYB,RYDE BRIDGE,VFR,-33.825,151.0916667,AU,
SADD,SADDLE MT,VFR,-16.82,145.65,AU,
SSV,SAMSONVALE,VFR,-27.2777778,152.8541667,AU,
SAU,SANCTUARY COVE,VFR,-27.8583333,153.375,AU,
SALW,SANDALWOOD,VFR,-34.95,140.1333333,AU,
SSTO,SANDERSTON,VFR,-34.7433333,139.2516667,AU,
SAND,SANDGATE PIER,VFR,-27.3283333,153.0877778,AU,
SDP,SANDY PT,VFR,-38.4166667,145.2333333,AU,
STT,SANTA TERESA,VFR,-24.1333333,134.3727778,AU,
SJI,SARAJI,VFR,-22.4333333,148.2833333,AU,
SRIN,SARINA,VFR,-21.425,149.2166667,AU,
SVR,SAVAGE RIVER,VFR,-41.5833333,145.1333333,AU,
SWTE,SAWTELL,VFR,-30.3666667,153.1,AU,
SWY,SAWYERS VALLEY,VFR,-31.9041667,116.2041667,AU,
STC,SCOTT CREEK,VFR,-14.8333333,131.8333333,AU,
STTE,SCOTTSDALE,VFR,-41.1666667,147.5166667,AU,
SECF,SEA CLIFF BRIDGE,VFR,-34.2527778,150.9752778,AU,
SVAL,SECOND VALLEY,VFR,-35.5166667,138.2166667,AU,
SLB,SELLICKS BEACH,VFR,-35.3416667,138.45,AU,
SDS,SHAUNA DOWNS,VFR,-24.6166667,149.9166667,AU,
SHCR,SHAW CREEK,VFR,-25.2166667,129.7297222,AU,
SHI,SHAW ISLAND,VFR,-20.5133333,149.0866667,AU,
SHL,SHELBURNE BAY,VFR,-11.8833333,143.0166667,AU,
SEL,SHELLEY BRIDGE,VFR,-32.025,115.9,AU,
SSG,SIMPSONS GAP,VFR,-23.6791667,133.7166667,AU,
SKP,SKIPTON,VFR,-37.6833333,143.3666667,AU,
SLPT,SLADE POINT,VFR,-21.065,149.225,AU,
SGK,SLOPING HUMMOCK,VFR,-24.85,152.4333333,AU,
SLP,SLOPING ISLAND,VFR,-42.9477778,147.6486111,AU,
SMIF,SMITHFIELD,VFR,-16.8333333,145.6833333,AU,
SYI,SNOWY INTERSECTION,VFR,-35.1833333,147.8683333,AU,
SOFA,SOFALA,VFR,-33.0166667,149.6833333,AU,
SRP,SOLDIERS POINT,VFR,-32.7,152.0625,AU,
SMD,SOMERSET DAM,VFR,-27.1208333,152.55,AU,
SMN,SOMERTON,VFR,-30.9416667,150.6366667,AU,
SORL,SORELL,VFR,-42.7833333,147.5833333,AU,
